CONTENT,CLASS,content_lower,content_lower_rn,content_tokenized,normalized,content_stopwords,content_lemma
"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!   Lake   . Ignorant . Wavefire . Reiltas . Astauand . Skizzle . Jovaphile . Swooflia . Grynn . Excellent . Slimy . Gabby . Nalpure . Lucky . Glozzom . Depressed . Better . Deep . Sinpad . Stereotyped . Toximble",1,"you guys should check out this extraordinary website called moneygq.com .   you can make money online and start working from home today as i am!   i am making over $3,000+ per month at moneygq.com !   visit moneygq.com and check it out!   lake   . ignorant . wavefire . reiltas . astauand . skizzle . jovaphile . swooflia . grynn . excellent . slimy . gabby . nalpure . lucky . glozzom . depressed . better . deep . sinpad . stereotyped . toximble",you guys should check out this extraordinary website called url you can make money online and start working from home today as i am i am making over numeric numeric per month at url visit url and check it out lake ignorant wavefire reiltas astauand skizzle jovaphile swooflia grynn excellent slimy gabby nalpure lucky glozzom depressed better deep sinpad stereotyped toximble,"['you', 'guys', 'should', 'check', 'out', 'this', 'extraordinary', 'website', 'called', 'url', 'you', 'can', 'make', 'money', 'online', 'and', 'start', 'working', 'from', 'home', 'today', 'as', 'i', 'am', 'i', 'am', 'making', 'over', 'numeric', 'numeric', 'per', 'month', 'at', 'url', 'visit', 'url', 'and', 'check', 'it', 'out', 'lake', 'ignorant', 'wavefire', 'reiltas', 'astauand', 'skizzle', 'jovaphile', 'swooflia', 'grynn', 'excellent', 'slimy', 'gabby', 'nalpure', 'lucky', 'glozzom', 'depress', 'better', 'deep', 'sinpad', 'stereotyped', 'toximble']",you guys should check out this extraordinary website called url you can make money online and start working from home today as i am i am making over numeric numeric per month at url visit url and check it out lake ignorant wavefire reiltas astauand skizzle jovaphile swooflia grynn excellent slimy gabby nalpure lucky glozzom depress better deep sinpad stereotyped toximble,"['check', 'extraordinary', 'website', 'called', 'url', 'money', 'online', 'start', 'working', 'home', 'today', 'numeric', 'numeric', 'month', 'url', 'visit', 'url', 'check', 'lake', 'ignorant', 'wavefire', 'reiltas', 'astauand', 'skizzle', 'jovaphile', 'swooflia', 'grynn', 'excellent', 'slimy', 'gabby', 'nalpure', 'lucky', 'glozzom', 'depress', 'better', 'deep', 'sinpad', 'stereotyped', 'toximble']","['check', 'extraordinary', 'website', 'call', 'url', 'money', 'online', 'start', 'work', 'home', 'today', 'numeric', 'numeric', 'month', 'url', 'visit', 'url', 'check', 'lake', 'ignorant', 'wavefire', 'reiltas', 'astauand', 'skizzle', 'jovaphile', 'swooflia', 'grynn', 'excellent', 'slimy', 'gabby', 'nalpure', 'lucky', 'glozzom', 'depress', 'well', 'deep', 'sinpad', 'stereotype', 'toximble']"
Eminem et Rihana trop belle chanson﻿,0,eminem et rihana trop belle chanson﻿,eminem et rihana trop belle chanson,"['eminem', 'et', 'rihanna', 'trop', 'belle', 'chanson']",eminem et rihanna trop belle chanson,"['eminem', 'et', 'rihanna', 'trop', 'belle', 'chanson']","['eminem', 'et', 'rihanna', 'trop', 'belle', 'chanson']"
this song is better then monster by eminem﻿,0,this song is better then monster by eminem﻿,this song is better then monster by eminem,"['this', 'song', 'is', 'better', 'then', 'monster', 'by', 'eminem']",this song is better then monster by eminem,"['song', 'better', 'monster', 'eminem']","['song', 'well', 'monster', 'eminem']"
He is good boy!!!<br />I am krean I like to eminem~!~﻿,0,he is good boy!!!<br />i am krean i like to eminem~!~﻿,he is good boy i am krean i like to eminem,"['he', 'is', 'good', 'boy', 'i', 'am', 'krean', 'i', 'like', 'to', 'eminem']",he is good boy i am krean i like to eminem,"['good', 'boy', 'krean', 'like', 'eminem']","['good', 'boy', 'krean', 'like', 'eminem']"
it is wonderful﻿,0,it is wonderful﻿,it is wonderful,"['it', 'is', 'wonderful']",it is wonderful,['wonderful'],['wonderful']
"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!   Lake   . Magnificent . Noodile . Unequaled . Moderock . Gogopo . Lulerain . Olielle . Zesty . Laughable . Accidental . Pepelexa . Delightful . Wiry . Toogit . Uncovered . Chesture . Woozy . Adhoc . Weak . Shallow",1,"you guys should check out this extraordinary website called moneygq.com .   you can make money online and start working from home today as i am!   i am making over $3,000+ per month at moneygq.com !   visit moneygq.com and check it out!   lake   . magnificent . noodile . unequaled . moderock . gogopo . lulerain . olielle . zesty . laughable . accidental . pepelexa . delightful . wiry . toogit . uncovered . chesture . woozy . adhoc . weak . shallow",you guys should check out this extraordinary website called url you can make money online and start working from home today as i am i am making over numeric numeric per month at url visit url and check it out lake magnificent noodile unequaled moderock gogopo lulerain olielle zesty laughable accidental pepelexa delightful wiry toogit uncovered chesture woozy adhoc weak shallow,"['you', 'guys', 'should', 'check', 'out', 'this', 'extraordinary', 'website', 'called', 'url', 'you', 'can', 'make', 'money', 'online', 'and', 'start', 'working', 'from', 'home', 'today', 'as', 'i', 'am', 'i', 'am', 'making', 'over', 'numeric', 'numeric', 'per', 'month', 'at', 'url', 'visit', 'url', 'and', 'check', 'it', 'out', 'lake', 'magnificent', 'noodile', 'unequaled', 'moderock', 'gogopo', 'lulerain', 'olielle', 'zesty', 'laughable', 'accidental', 'pepelexa', 'delightful', 'wiry', 'toogit', 'uncovered', 'chesture', 'woozy', 'adhoc', 'weak', 'shallow']",you guys should check out this extraordinary website called url you can make money online and start working from home today as i am i am making over numeric numeric per month at url visit url and check it out lake magnificent noodile unequaled moderock gogopo lulerain olielle zesty laughable accidental pepelexa delightful wiry toogit uncovered chesture woozy adhoc weak shallow,"['check', 'extraordinary', 'website', 'called', 'url', 'money', 'online', 'start', 'working', 'home', 'today', 'numeric', 'numeric', 'month', 'url', 'visit', 'url', 'check', 'lake', 'magnificent', 'noodile', 'unequaled', 'moderock', 'gogopo', 'lulerain', 'olielle', 'zesty', 'laughable', 'accidental', 'pepelexa', 'delightful', 'wiry', 'toogit', 'uncovered', 'chesture', 'woozy', 'adhoc', 'weak', 'shallow']","['check', 'extraordinary', 'website', 'call', 'url', 'money', 'online', 'start', 'work', 'home', 'today', 'numeric', 'numeric', 'month', 'url', 'visit', 'url', 'check', 'lake', 'magnificent', 'noodile', 'unequaled', 'moderock', 'gogopo', 'lulerain', 'olielle', 'zesty', 'laughable', 'accidental', 'pepelexa', 'delightful', 'wiry', 'toogit', 'uncovered', 'chesture', 'woozy', 'adhoc', 'weak', 'shallow']"
Share Eminem&#39;s Artist of the Year video so he can win. We could see a performance and acceptance speech. Like this comment so everyone can see.  2014 =  Year of Eminem,1,share eminem&#39;s artist of the year video so he can win. we could see a performance and acceptance speech. like this comment so everyone can see.  2014 =  year of eminem,share eminem s artist of the year video so he can win we could see a performance and acceptance speech like this comment so everyone can see numeric year of eminem,"['share', 'eminem', 's', 'artist', 'of', 'the', 'year', 'video', 'so', 'he', 'can', 'win', 'we', 'could', 'see', 'a', 'performance', 'and', 'acceptance', 'speech', 'like', 'this', 'comment', 'so', 'everyone', 'can', 'see', 'numeric', 'year', 'of', 'eminem']",share eminem s artist of the year video so he can win we could see a performance and acceptance speech like this comment so everyone can see numeric year of eminem,"['share', 'eminem', 'artist', 'year', 'video', 'win', 'performance', 'acceptance', 'speech', 'like', 'comment', 'everyone', 'numeric', 'year', 'eminem']","['share', 'eminem', 'artist', 'year', 'video', 'win', 'performance', 'acceptance', 'speech', 'like', 'comment', 'everyone', 'numeric', 'year', 'eminem']"
watch?v=ARkglzjQuP0 Like this comment and share this video so Em can win!!! #YTMA,1,watch?v=arkglzjqup0 like this comment and share this video so em can win!!! #ytma,url like this comment and share this video so em can win ytma,"['url', 'like', 'this', 'comment', 'and', 'share', 'this', 'video', 'so', 'em', 'can', 'win', 'ytma']",url like this comment and share this video so em can win ytma,"['url', 'like', 'comment', 'share', 'video', 'em', 'win', 'ytma']","['url', 'like', 'comment', 'share', 'video', 'em', 'win', 'ytma']"
Check out this video on YouTube:<br /><br />Eminem is amazing. ﻿,1,check out this video on youtube:<br /><br />eminem is amazing. ﻿,check out this video on youtube eminem is amazing,"['check', 'out', 'this', 'video', 'on', 'youtube', 'eminem', 'is', 'amaze']",check out this video on youtube eminem is amaze,"['check', 'video', 'youtube', 'eminem', 'amaze']","['check', 'video', 'youtube', 'eminem', 'amaze']"
awesome song ever﻿,0,awesome song ever﻿,awesome song ever,"['awesome', 'song', 'ever']",awesome song ever,"['awesome', 'song']","['awesome', 'song']"
love﻿,0,love﻿,love,['love'],love,['love'],['love']
No long paragraph just check out my song called &quot;Fire&quot;.,1,no long paragraph just check out my song called &quot;fire&quot;.,no long paragraph just check out my song called fire,"['no', 'long', 'paragraph', 'just', 'check', 'out', 'my', 'song', 'called', 'fire']",no long paragraph just check out my song called fire,"['long', 'paragraph', 'check', 'song', 'called', 'fire']","['long', 'paragraph', 'check', 'song', 'call', 'fire']"
Check out this video on YouTube:﻿,1,check out this video on youtube:﻿,check out this video on youtube,"['check', 'out', 'this', 'video', 'on', 'youtube']",check out this video on youtube,"['check', 'video', 'youtube']","['check', 'video', 'youtube']"
"Check out this video on YouTube: <a href=""http://www.youtube.com/user/jlimvuth"">http://www.youtube.com/user/jlimvuth</a> ... Eminem ft Rihanna - Love the way you lie﻿",1,"check out this video on youtube: <a href=""http://www.youtube.com/user/jlimvuth"">http://www.youtube.com/user/jlimvuth</a> ... eminem ft rihanna - love the way you lie﻿",check out this video on youtube url eminem ft rihanna love the way you lie,"['check', 'out', 'this', 'video', 'on', 'youtube', 'url', 'eminem', 'ft', 'rihanna', 'love', 'the', 'way', 'you', 'lie']",check out this video on youtube url eminem ft rihanna love the way you lie,"['check', 'video', 'youtube', 'url', 'eminem', 'ft', 'rihanna', 'love', 'lie']","['check', 'video', 'youtube', 'url', 'eminem', 'ft', 'rihanna', 'love', 'lie']"
"do you guys know, there&#39;s a part two of this song! :D﻿",0,"do you guys know, there&#39;s a part two of this song! :d﻿",do you guys know there s a part two of this song d,"['do', 'you', 'guys', 'know', 'there', 's', 'a', 'part', 'two', 'of', 'this', 'song', 'd']",do you guys know there s a part two of this song d,['song'],['song']
"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at MONEYGQ.COM ! Visit MONEYGQ.COM and check it out! Memory Ferirama Besloor Shame Eggmode Wazzasoft Sasaroo Reiltas Moderock Plifal Shorogyt Value Scale Qerrassa Qiameth Mogotrevo Hoppler Parede Yboiveth Drirathiel",1,"you guys should check out this extraordinary website called moneygq.com . you can make money online and start working from home today as i am! i am making over $3,000+ per month at moneygq.com ! visit moneygq.com and check it out! memory ferirama besloor shame eggmode wazzasoft sasaroo reiltas moderock plifal shorogyt value scale qerrassa qiameth mogotrevo hoppler parede yboiveth drirathiel",you guys should check out this extraordinary website called url you can make money online and start working from home today as i am i am making over numeric numeric per month at url visit url and check it out memory ferirama besloor shame eggmode wazzasoft sasaroo reiltas moderock plifal shorogyt value scale qerrassa qiameth mogotrevo hoppler parede yboiveth drirathiel,"['you', 'guys', 'should', 'check', 'out', 'this', 'extraordinary', 'website', 'called', 'url', 'you', 'can', 'make', 'money', 'online', 'and', 'start', 'working', 'from', 'home', 'today', 'as', 'i', 'am', 'i', 'am', 'making', 'over', 'numeric', 'numeric', 'per', 'month', 'at', 'url', 'visit', 'url', 'and', 'check', 'it', 'out', 'memory', 'ferirama', 'besloor', 'shame', 'eggmode', 'wazzasoft', 'sasaroo', 'reiltas', 'moderock', 'plifal', 'shorogyt', 'value', 'scale', 'qerrassa', 'qiameth', 'mogotrevo', 'hoppler', 'parede', 'yboiveth', 'drirathiel']",you guys should check out this extraordinary website called url you can make money online and start working from home today as i am i am making over numeric numeric per month at url visit url and check it out memory ferirama besloor shame eggmode wazzasoft sasaroo reiltas moderock plifal shorogyt value scale qerrassa qiameth mogotrevo hoppler parede yboiveth drirathiel,"['check', 'extraordinary', 'website', 'called', 'url', 'money', 'online', 'start', 'working', 'home', 'today', 'numeric', 'numeric', 'month', 'url', 'visit', 'url', 'check', 'memory', 'ferirama', 'besloor', 'shame', 'eggmode', 'wazzasoft', 'sasaroo', 'reiltas', 'moderock', 'plifal', 'shorogyt', 'value', 'scale', 'qerrassa', 'qiameth', 'mogotrevo', 'hoppler', 'parede', 'yboiveth', 'drirathiel']","['check', 'extraordinary', 'website', 'call', 'url', 'money', 'online', 'start', 'work', 'home', 'today', 'numeric', 'numeric', 'month', 'url', 'visit', 'url', 'check', 'memory', 'ferirama', 'besloor', 'shame', 'eggmode', 'wazzasoft', 'sasaroo', 'reiltas', 'moderock', 'plifal', 'shorogyt', 'value', 'scale', 'qerrassa', 'qiameth', 'mogotrevo', 'hoppler', 'parede', 'yboiveth', 'drirathiel']"
"Hey, it&#39;s Charlie from Lost﻿",0,"hey, it&#39;s charlie from lost﻿",hey it s charlie from lost,"['hey', 'it', 's', 'charlie', 'from', 'lost']",hey it s charlie from lost,"['hey', 'charlie', 'lost']","['hey', 'charlie', 'lose']"
"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at MONEYGQ.COM ! Visit MONEYGQ.COM and check it out! Wazzasoft Industry Sertave Wind Tendency Order Humor Unelind Operation Feandra Chorenn Oleald Claster Nation Industry Roll Fuffapster Competition Ociramma Quality",1,"you guys should check out this extraordinary website called moneygq.com . you can make money online and start working from home today as i am! i am making over $3,000+ per month at moneygq.com ! visit moneygq.com and check it out! wazzasoft industry sertave wind tendency order humor unelind operation feandra chorenn oleald claster nation industry roll fuffapster competition ociramma quality",you guys should check out this extraordinary website called url you can make money online and start working from home today as i am i am making over numeric numeric per month at url visit url and check it out wazzasoft industry sertave wind tendency order humor unelind operation feandra chorenn oleald claster nation industry roll fuffapster competition ociramma quality,"['you', 'guys', 'should', 'check', 'out', 'this', 'extraordinary', 'website', 'called', 'url', 'you', 'can', 'make', 'money', 'online', 'and', 'start', 'working', 'from', 'home', 'today', 'as', 'i', 'am', 'i', 'am', 'making', 'over', 'numeric', 'numeric', 'per', 'month', 'at', 'url', 'visit', 'url', 'and', 'check', 'it', 'out', 'wazzasoft', 'industry', 'sertave', 'wind', 'tendency', 'order', 'humor', 'unelind', 'operation', 'feandra', 'chorenn', 'oleald', 'claster', 'nation', 'industry', 'roll', 'fuffapster', 'competition', 'ociramma', 'quality']",you guys should check out this extraordinary website called url you can make money online and start working from home today as i am i am making over numeric numeric per month at url visit url and check it out wazzasoft industry sertave wind tendency order humor unelind operation feandra chorenn oleald claster nation industry roll fuffapster competition ociramma quality,"['check', 'extraordinary', 'website', 'called', 'url', 'money', 'online', 'start', 'working', 'home', 'today', 'numeric', 'numeric', 'month', 'url', 'visit', 'url', 'check', 'wazzasoft', 'industry', 'sertave', 'wind', 'tendency', 'order', 'humor', 'unelind', 'operation', 'feandra', 'chorenn', 'oleald', 'claster', 'nation', 'industry', 'roll', 'fuffapster', 'competition', 'ociramma', 'quality']","['check', 'extraordinary', 'website', 'call', 'url', 'money', 'online', 'start', 'work', 'home', 'today', 'numeric', 'numeric', 'month', 'url', 'visit', 'url', 'check', 'wazzasoft', 'industry', 'sertave', 'wind', 'tendency', 'order', 'humor', 'unelind', 'operation', 'feandra', 'chorenn', 'oleald', 'claster', 'nation', 'industry', 'roll', 'fuffapster', 'competition', 'ociramma', 'quality']"
Check out this video on YouTube:﻿,1,check out this video on youtube:﻿,check out this video on youtube,"['check', 'out', 'this', 'video', 'on', 'youtube']",check out this video on youtube,"['check', 'video', 'youtube']","['check', 'video', 'youtube']"
"I guss this song is one of my worst fears in life, to be with someone who abusive towered me and live with him.... ﻿",0,"i guss this song is one of my worst fears in life, to be with someone who abusive towered me and live with him.... ﻿",i guss this song is one of my worst fears in life to be with someone who abusive towered me and live with him,"['i', 'guss', 'this', 'song', 'is', 'one', 'of', 'my', 'worst', 'fears', 'in', 'life', 'to', 'be', 'with', 'someone', 'who', 'abusive', 'towered', 'me', 'and', 'live', 'with', 'him']",i guss this song is one of my worst fears in life to be with someone who abusive towered me and live with him,"['guss', 'song', 'worst', 'fears', 'life', 'who', 'abusive', 'towered', 'live']","['guss', 'song', 'bad', 'fear', 'life', 'who', 'abusive', 'tower', 'live']"
watch youtube video &quot;EMINEM -YTMA artist of the year&quot; plz share to vote!!!,1,watch youtube video &quot;eminem -ytma artist of the year&quot; plz share to vote!!!,watch youtube video eminem ytma artist of the year plz share to vote,"['watch', 'youtube', 'video', 'eminem', 'ytma', 'artist', 'of', 'the', 'year', 'please', 'share', 'to', 'vote']",watch youtube video eminem ytma artist of the year please share to vote,"['watch', 'youtube', 'video', 'eminem', 'ytma', 'artist', 'year', 'share', 'vote']","['watch', 'youtube', 'video', 'eminem', 'ytma', 'artist', 'year', 'share', 'vote']"
"Made five years ago and people still don&#39;t understand the message this song is conveying. For those of you who don&#39;t, understand that domestic violence is no game, women like the fictional one in this video do exist. Living their lives with a man who abuses her, but still chooses to stay for not the love, but for the sexual feeling he gives her. This is quite sad, actually. ﻿",0,"made five years ago and people still don&#39;t understand the message this song is conveying. for those of you who don&#39;t, understand that domestic violence is no game, women like the fictional one in this video do exist. living their lives with a man who abuses her, but still chooses to stay for not the love, but for the sexual feeling he gives her. this is quite sad, actually. ﻿",made five years ago and people still don t understand the message this song is conveying for those of you who don t understand that domestic violence is no game women like the fictional one in this video do exist living their lives with a man who abuses her but still chooses to stay for not the love but for the sexual feeling he gives her this is quite sad actually,"['made', 'five', 'years', 'ago', 'and', 'people', 'still', 'don', 't', 'understand', 'the', 'message', 'this', 'song', 'is', 'conveying', 'for', 'those', 'of', 'you', 'who', 'don', 't', 'understand', 'that', 'domestic', 'violence', 'is', 'no', 'game', 'woman', 'like', 'the', 'fictional', 'one', 'in', 'this', 'video', 'do', 'exist', 'living', 'their', 'lives', 'with', 'a', 'man', 'who', 'abuses', 'her', 'but', 'still', 'chooses', 'to', 'stay', 'for', 'not', 'the', 'love', 'but', 'for', 'the', 'sexual', 'feeling', 'he', 'gives', 'her', 'this', 'is', 'quite', 'sad', 'actually']",made five years ago and people still don t understand the message this song is conveying for those of you who don t understand that domestic violence is no game woman like the fictional one in this video do exist living their lives with a man who abuses her but still chooses to stay for not the love but for the sexual feeling he gives her this is quite sad actually,"['five', 'years', 'ago', 'still', 'don', 'understand', 'message', 'song', 'conveying', 'who', 'don', 'understand', 'domestic', 'violence', 'game', 'like', 'fictional', 'video', 'exist', 'living', 'lives', 'who', 'abuses', 'still', 'chooses', 'stay', 'love', 'sexual', 'feeling', 'gives', 'quite', 'sad', 'actually']","['five', 'year', 'ago', 'still', 'don', 'understand', 'message', 'song', 'convey', 'who', 'don', 'understand', 'domestic', 'violence', 'game', 'like', 'fictional', 'video', 'exist', 'live', 'life', 'who', 'abuse', 'still', 'choose', 'stay', 'love', 'sexual', 'feeling', 'give', 'quite', 'sad', 'actually']"
5 years and i still dont get the music video help someone?﻿,0,5 years and i still dont get the music video help someone?﻿,numeric years and i still dont get the music video help someone,"['numeric', 'years', 'and', 'i', 'still', 'dont', 'get', 'the', 'music', 'video', 'help', 'someone']",numeric years and i still dont get the music video help someone,"['numeric', 'years', 'still', 'dont', 'music', 'video', 'help']","['numeric', 'year', 'still', 'dont', 'music', 'video', 'help']"
Please check out my New Song (Music Video) AD - Don&#39;t Play,1,please check out my new song (music video) ad - don&#39;t play,please check out my new song music video ad don t play,"['please', 'check', 'out', 'my', 'new', 'song', 'music', 'video', 'ad', 'don', 't', 'play']",please check out my new song music video ad don t play,"['check', 'new', 'song', 'music', 'video', 'ad', 'don', 'play']","['check', 'new', 'song', 'music', 'video', 'ad', 'don', 'play']"
Tell us the title so i can like and subscribe your music fgw please,1,tell us the title so i can like and subscribe your music fgw please,tell us the title so i can like and subscribe your music fgw please,"['tell', 'us', 'the', 'title', 'so', 'i', 'can', 'like', 'and', 'subscribe', 'your', 'music', 'fgw', 'please']",tell us the title so i can like and subscribe your music fgw please,"['title', 'like', 'subscribe', 'music', 'fgw']","['title', 'like', 'subscribe', 'music', 'fgw']"
This video is kinda close to 1 million  views <br />﻿,0,this video is kinda close to 1 million  views <br />﻿,this video is kinda close to numeric million views,"['this', 'video', 'is', 'kind', 'of', 'close', 'to', 'numeric', 'million', 'views']",this video is kind of close to numeric million views,"['video', 'kind', 'close', 'numeric', 'million', 'views']","['video', 'kind', 'close', 'numeric', 'million', 'view']"
Fuck you Eminem﻿,0,fuck you eminem﻿,fuck you eminem,"['fuck', 'you', 'eminem']",fuck you eminem,"['fuck', 'eminem']","['fuck', 'eminem']"
"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!  The metal drews the reflective effect. Why does the expansion intervene the hilarious bit? The sneeze witnesss the smoke.",1,"you guys should check out this extraordinary website called moneygq.com .   you can make money online and start working from home today as i am!   i am making over $3,000+ per month at moneygq.com !   visit moneygq.com and check it out!  the metal drews the reflective effect. why does the expansion intervene the hilarious bit? the sneeze witnesss the smoke.",you guys should check out this extraordinary website called url you can make money online and start working from home today as i am i am making over numeric numeric per month at url visit url and check it out the metal drews the reflective effect why does the expansion intervene the hilarious bit the sneeze witnesss the smoke,"['you', 'guys', 'should', 'check', 'out', 'this', 'extraordinary', 'website', 'called', 'url', 'you', 'can', 'make', 'money', 'online', 'and', 'start', 'working', 'from', 'home', 'today', 'as', 'i', 'am', 'i', 'am', 'making', 'over', 'numeric', 'numeric', 'per', 'month', 'at', 'url', 'visit', 'url', 'and', 'check', 'it', 'out', 'the', 'metal', 'drews', 'the', 'reflective', 'effect', 'why', 'does', 'the', 'expansion', 'intervene', 'the', 'hilarious', 'bit', 'the', 'sneeze', 'witnesss', 'the', 'smoke']",you guys should check out this extraordinary website called url you can make money online and start working from home today as i am i am making over numeric numeric per month at url visit url and check it out the metal drews the reflective effect why does the expansion intervene the hilarious bit the sneeze witnesss the smoke,"['check', 'extraordinary', 'website', 'called', 'url', 'money', 'online', 'start', 'working', 'home', 'today', 'numeric', 'numeric', 'month', 'url', 'visit', 'url', 'check', 'metal', 'drews', 'reflective', 'effect', 'expansion', 'intervene', 'hilarious', 'bit', 'sneeze', 'witnesss', 'smoke']","['check', 'extraordinary', 'website', 'call', 'url', 'money', 'online', 'start', 'work', 'home', 'today', 'numeric', 'numeric', 'month', 'url', 'visit', 'url', 'check', 'metal', 'drew', 'reflective', 'effect', 'expansion', 'intervene', 'hilarious', 'bit', 'sneeze', 'witness', 'smoke']"
"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!  Why does the innocent woman prioritize the desire? The flight searchs the sad polish. When does the tax zip the omniscient record?",1,"you guys should check out this extraordinary website called moneygq.com .   you can make money online and start working from home today as i am!   i am making over $3,000+ per month at moneygq.com !   visit moneygq.com and check it out!  why does the innocent woman prioritize the desire? the flight searchs the sad polish. when does the tax zip the omniscient record?",you guys should check out this extraordinary website called url you can make money online and start working from home today as i am i am making over numeric numeric per month at url visit url and check it out why does the innocent woman prioritize the desire the flight searchs the sad polish when does the tax zip the omniscient record,"['you', 'guys', 'should', 'check', 'out', 'this', 'extraordinary', 'website', 'called', 'url', 'you', 'can', 'make', 'money', 'online', 'and', 'start', 'working', 'from', 'home', 'today', 'as', 'i', 'am', 'i', 'am', 'making', 'over', 'numeric', 'numeric', 'per', 'month', 'at', 'url', 'visit', 'url', 'and', 'check', 'it', 'out', 'why', 'does', 'the', 'innocent', 'woman', 'prioritize', 'the', 'desire', 'the', 'flight', 'searchs', 'the', 'sad', 'polish', 'when', 'does', 'the', 'tax', 'zip', 'the', 'omniscient', 'record']",you guys should check out this extraordinary website called url you can make money online and start working from home today as i am i am making over numeric numeric per month at url visit url and check it out why does the innocent woman prioritize the desire the flight searchs the sad polish when does the tax zip the omniscient record,"['check', 'extraordinary', 'website', 'called', 'url', 'money', 'online', 'start', 'working', 'home', 'today', 'numeric', 'numeric', 'month', 'url', 'visit', 'url', 'check', 'innocent', 'prioritize', 'desire', 'flight', 'searchs', 'sad', 'polish', 'tax', 'zip', 'omniscient', 'record']","['check', 'extraordinary', 'website', 'call', 'url', 'money', 'online', 'start', 'work', 'home', 'today', 'numeric', 'numeric', 'month', 'url', 'visit', 'url', 'check', 'innocent', 'prioritize', 'desire', 'flight', 'search', 'sad', 'polish', 'tax', 'zip', 'omniscient', 'record']"
2008-2010 were the years for pop﻿,0,2008-2010 were the years for pop﻿,numeric numeric were the years for pop,"['numeric', 'numeric', 'were', 'the', 'years', 'for', 'pop']",numeric numeric were the years for pop,"['numeric', 'numeric', 'years', 'pop']","['numeric', 'numeric', 'year', 'pop']"
sorry but eminmem is a worthless wife beating bastard﻿,0,sorry but eminmem is a worthless wife beating bastard﻿,sorry but eminmem is a worthless wife beating bastard,"['sorry', 'but', 'eminmem', 'is', 'a', 'worthless', 'wife', 'beating', 'bastard']",sorry but eminmem is a worthless wife beating bastard,"['sorry', 'eminmem', 'worthless', 'wife', 'beating', 'bastard']","['sorry', 'eminmem', 'worthless', 'wife', 'beat', 'bastard']"
  Eminem is the king of rap  Micheal Jackson is the king of pop  If you also wanna go hard and wanna be the person of first class fame just check out Authenticviews*com and be famous just within days !! yO ~,1,  eminem is the king of rap  micheal jackson is the king of pop  if you also wanna go hard and wanna be the person of first class fame just check out authenticviews*com and be famous just within days !! yo ~,eminem is the king of rap micheal jackson is the king of pop if you also wanna go hard and wanna be the person of first class fame just check out authenticviews com and be famous just within days yo,"['eminem', 'is', 'the', 'king', 'of', 'rap', 'micheal', 'jackson', 'is', 'the', 'king', 'of', 'pop', 'if', 'you', 'also', 'want', 'to', 'go', 'hard', 'and', 'want', 'to', 'be', 'the', 'person', 'of', 'first', 'class', 'fame', 'just', 'check', 'out', 'authenticviews', 'com', 'and', 'be', 'famous', 'just', 'within', 'days', 'yo']",eminem is the king of rap micheal jackson is the king of pop if you also want to go hard and want to be the person of first class fame just check out authenticviews com and be famous just within days yo,"['eminem', 'king', 'rap', 'micheal', 'jackson', 'king', 'pop', 'want', 'hard', 'want', 'first', 'class', 'fame', 'check', 'authenticviews', 'com', 'famous', 'days']","['eminem', 'king', 'rap', 'micheal', 'jackson', 'king', 'pop', 'want', 'hard', 'want', 'first', 'class', 'fame', 'check', 'authenticviews', 'com', 'famous', 'day']"
so spousal abusue cool that&#39;s great﻿,0,so spousal abusue cool that&#39;s great﻿,so spousal abusue cool that s great,"['so', 'spousal', 'abusue', 'cool', 'that', 's', 'great']",so spousal abusue cool that s great,"['spousal', 'abusue', 'cool', 'great']","['spousal', 'abusue', 'cool', 'great']"
she is megan fox?because she is very similar﻿,0,she is megan fox?because she is very similar﻿,she is megan fox because she is very similar,"['she', 'is', 'megan', 'fox', 'because', 'she', 'is', 'very', 'similar']",she is megan fox because she is very similar,"['megan', 'fox', 'similar']","['megan', 'fox', 'similar']"
"Holy crap. 800,000,000 views?!﻿",0,"holy crap. 800,000,000 views?!﻿",holy crap numeric numeric numeric views,"['holy', 'crap', 'numeric', 'numeric', 'numeric', 'views']",holy crap numeric numeric numeric views,"['holy', 'crap', 'numeric', 'numeric', 'numeric', 'views']","['holy', 'crap', 'numeric', 'numeric', 'numeric', 'view']"
eminem - RIHANNA﻿,0,eminem - rihanna﻿,eminem rihanna,"['eminem', 'rihanna']",eminem rihanna,"['eminem', 'rihanna']","['eminem', 'rihanna']"
LOVE THIS SONG!!!﻿,0,love this song!!!﻿,love this song,"['love', 'this', 'song']",love this song,"['love', 'song']","['love', 'song']"
